cve_id,cve_href,cwe_id,vuln_type,publish_date,update_date,score,acces_level,access,complexity,authentication,confidentiality,integrity,availability,summary,refs,code_refs,source
CVE-2020-1983,https://www.cvedetails.com/cve/CVE-2020-1983/,CWE-416,DoS,2020-04-22,2020-07-26,2.1,None,Local,Low,Not required,None,None,Partial,A use after free vulnerability in ip_reass() in ip_input.c of libslirp 4.2.0 and prior releases allows crafted packets to cause a denial of service.,"{'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/NKT2MTSINE4NUPG5L6BYH6N23NBNITOL/', 'https://usn.ubuntu.com/4372-1/', 'https://gitlab.freedesktop.org/slirp/libslirp/-/issues/20', 'https://gitlab.freedesktop.org/slirp/libslirp/-/commit/9ac0371bb8c0a40f5d9f82a1c25129660e81df04', 'https://lists.debian.org/debian-lts-announce/2020/07/msg00020.html', 'https://lists.debian.org/debian-lts-announce/2020/06/msg00032.html', 'http://lists.opensuse.org/opensuse-security-announce/2020-06/msg00001.html', 'http://lists.opensuse.org/opensuse-security-announce/2020-05/msg00022.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HWFD4MWV3YWIHVHSA2F7FKOLJFL4PHOX/', 'https://www.debian.org/security/2020/dsa-4665'}",{'https://gitlab.freedesktop.org/slirp/libslirp/-/commit/9ac0371bb8c0a40f5d9f82a1c25129660e81df04'},gitlab
CVE-2019-20367,https://www.cvedetails.com/cve/CVE-2019-20367/,CWE-125,,2020-01-08,2021-04-01,6.4,None,Remote,Low,Not required,Partial,None,Partial,nlist.c in libbsd before 0.10.0 has an out-of-bounds read during a comparison for a symbol name from the string table (strtab).,"{'https://lists.freedesktop.org/archives/libbsd/2019-August/000229.html', 'https://lists.apache.org/thread.html/r0e913668380f59bcbd14fdd8ae8d24f95f99995e290cd18a7822c6e5@%3Cdev.tomee.apache.org%3E', 'https://lists.debian.org/debian-lts-announce/2021/02/msg00027.html', 'https://usn.ubuntu.com/4243-1/', 'https://gitlab.freedesktop.org/libbsd/libbsd/commit/9d917aad37778a9f4a96ba358415f077f3f36f3b', 'https://lists.apache.org/thread.html/ra781e51cf1ec40381c98cddc073b3576fb56c3978f4564d2fa431550@%3Cdev.tomee.apache.org%3E', 'http://lists.opensuse.org/opensuse-security-announce/2020-05/msg00043.html'}",{'https://gitlab.freedesktop.org/libbsd/libbsd/commit/9d917aad37778a9f4a96ba358415f077f3f36f3b'},gitlab
CVE-2019-20326,https://www.cvedetails.com/cve/CVE-2019-20326/,CWE-787,Exec Code Overflow,2020-03-16,2020-11-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,A heap-based buffer overflow in _cairo_image_surface_create_from_jpeg() in extensions/cairo_io/cairo-image-surface-jpeg.c in GNOME gThumb before 3.8.3 and Linux Mint Pix before 2.4.5 allows attackers to cause a crash and potentially execute arbitrary code via a crafted JPEG file.,"{'https://github.com/Fysac/CVE-2019-20326', 'https://gitlab.gnome.org/GNOME/gthumb/commits/master/extensions/cairo_io/cairo-image-surface-jpeg.c', 'https://gitlab.gnome.org/GNOME/gthumb/commit/ca8f528209ab78935c30e42fe53bdf1a24f3cb44', 'https://security.gentoo.org/glsa/202008-05', 'https://gitlab.gnome.org/GNOME/gthumb/commit/4faa5ce2358812d23a1147953ee76f59631590ad'}","{'https://gitlab.gnome.org/GNOME/gthumb/commit/ca8f528209ab78935c30e42fe53bdf1a24f3cb44', 'https://gitlab.gnome.org/GNOME/gthumb/commit/4faa5ce2358812d23a1147953ee76f59631590ad', 'https://gitlab.gnome.org/GNOME/gthumb/commits/master/extensions/cairo_io/cairo-image-surface-jpeg.c'}",gitlab
CVE-2015-0294,https://www.cvedetails.com/cve/CVE-2015-0294/,CWE-295,,2020-01-27,2020-01-31,5.0,None,Remote,Low,Not required,None,Partial,None,GnuTLS before 3.3.13 does not validate that the signature algorithms match when importing a certificate.,"{'https://www.debian.org/security/2015/dsa-3191', 'https://bugzilla.redhat.com/show_bug.cgi?id=1196323', 'https://gitlab.com/gnutls/gnutls/commit/6e76e9b9fa845b76b0b9a45f05f4b54a052578ff'}",{'https://gitlab.com/gnutls/gnutls/commit/6e76e9b9fa845b76b0b9a45f05f4b54a052578ff'},gitlab
CVE-2021-35472,https://www.cvedetails.com/cve/CVE-2021-35472/,CWE-307,Bypass,2021-07-30,2021-08-11,6.0,None,Remote,Medium,???,Partial,Partial,Partial,"An issue was discovered in LemonLDAP::NG before 2.0.12. Session cache corruption can lead to authorization bypass or spoofing. By running a loop that makes many authentication attempts, an attacker might alternately be authenticated as one of two different users.","{'https://gitlab.ow2.org/lemonldap-ng/lemonldap-ng/-/tags', 'https://gitlab.ow2.org/lemonldap-ng/lemonldap-ng/-/commit/8d3b763b6af2b8a9c4ad2765fbfabffec8a73af5', 'https://gitlab.ow2.org/lemonldap-ng/lemonldap-ng/-/issues/2539', 'https://www.debian.org/security/2021/dsa-4943'}",{'https://gitlab.ow2.org/lemonldap-ng/lemonldap-ng/-/commit/8d3b763b6af2b8a9c4ad2765fbfabffec8a73af5'},gitlab
CVE-2021-34813,https://www.cvedetails.com/cve/CVE-2021-34813/,CWE-787,Exec Code Overflow,2021-06-16,2021-06-23,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Matrix libolm before 3.2.3 allows a malicious Matrix homeserver to crash a client (while it is attempting to retrieve an Olm encrypted room key backup from the homeserver) because olm_pk_decrypt has a stack-based buffer overflow. Remote code execution might be possible for some nonstandard build configurations.,"{'https://gitlab.matrix.org/matrix-org/olm/-/commit/ccc0d122ee1b4d5e5ca4ec1432086be17d5f901b', 'https://matrix.org/blog/2021/06/14/adventures-in-fuzzing-libolm', 'https://gitlab.matrix.org/matrix-org/olm/-/releases/3.2.3'}",{'https://gitlab.matrix.org/matrix-org/olm/-/commit/ccc0d122ee1b4d5e5ca4ec1432086be17d5f901b'},gitlab
CVE-2021-33038,https://www.cvedetails.com/cve/CVE-2021-33038/,CWE-200,+Info,2021-05-26,2021-06-20,5.0,None,Remote,Low,Not required,Partial,None,None,"An issue was discovered in management/commands/hyperkitty_import.py in HyperKitty through 1.3.4. When importing a private mailing list's archives, these archives are publicly visible for the duration of the import. For example, sensitive information might be available on the web for an hour during a large migration from Mailman 2 to Mailman 3.","{'https://gitlab.com/mailman/hyperkitty/-/issues/380', 'https://techblog.wikimedia.org/2021/06/11/discovering-and-fixing-cve-2021-33038-in-mailman3/', 'https://www.debian.org/security/2021/dsa-4922', 'https://gitlab.com/mailman/hyperkitty/-/commit/9025324597d60b2dff740e49b70b15589d6804fa'}",{'https://gitlab.com/mailman/hyperkitty/-/commit/9025324597d60b2dff740e49b70b15589d6804fa'},gitlab
CVE-2021-32563,https://www.cvedetails.com/cve/CVE-2021-32563/,CWE-913,Exec Code,2021-05-11,2021-05-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"An issue was discovered in Thunar before 4.16.7 and 4.17.x before 4.17.2. When called with a regular file as a command-line argument, it delegates to a different program (based on the file type) without user confirmation. This could be used to achieve code execution.","{'https://gitlab.xfce.org/xfce/thunar/-/commit/3b54d9d7dbd7fd16235e2141c43a7f18718f5664', 'https://gitlab.xfce.org/xfce/thunar/-/commit/1b85b96ebf7cb9bf6a3ddf1acee7643643fdf92d', 'https://gitlab.xfce.org/xfce/thunar/-/commit/9165a61f95e43cc0b5abf9b98eee2818a0191e0b', 'https://www.openwall.com/lists/oss-security/2021/05/09/2', 'https://gitlab.xfce.org/xfce/thunar/-/tags', 'https://www.openwall.com/lists/oss-security/2021/05/11/3'}","{'https://gitlab.xfce.org/xfce/thunar/-/commit/9165a61f95e43cc0b5abf9b98eee2818a0191e0b', 'https://gitlab.xfce.org/xfce/thunar/-/commit/1b85b96ebf7cb9bf6a3ddf1acee7643643fdf92d', 'https://gitlab.xfce.org/xfce/thunar/-/commit/3b54d9d7dbd7fd16235e2141c43a7f18718f5664'}",gitlab
CVE-2021-31535,https://www.cvedetails.com/cve/CVE-2021-31535/,CWE-120,Exec Code,2021-05-27,2021-08-13,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"LookupCol.c in X.Org X through X11R7.7 and libX11 before 1.7.1 might allow remote attackers to execute arbitrary code. The libX11 XLookupColor request (intended for server-side color lookup) contains a flaw allowing a client to send color-name requests with a name longer than the maximum size allowed by the protocol (and also longer than the maximum packet size for normal-sized packets). The user-controlled data exceeding the maximum size is then interpreted by the server as additional X protocol requests and executed, e.g., to disable X server authorization completely. For example, if the victim encounters malicious terminal control sequences for color codes, then the attacker may be able to take full control of the running graphical session.","{'http://packetstormsecurity.com/files/162737/libX11-Insufficient-Length-Check-Injection.html', 'https://unparalleled.eu/blog/2021/20210518-using-xterm-to-navigate-the-huge-color-space/', 'https://unparalleled.eu/publications/2021/advisory-unpar-2021-1.txt', 'https://security.gentoo.org/glsa/202105-16', 'https://www.debian.org/security/2021/dsa-4920', 'https://lists.debian.org/debian-lts-announce/2021/05/msg00021.html', 'https://www.openwall.com/lists/oss-security/2021/05/18/3', 'https://www.openwall.com/lists/oss-security/2021/05/18/2', 'https://gitlab.freedesktop.org/xorg/lib/libx11/-/commit/8d2e02ae650f00c4a53deb625211a0527126c605', 'http://seclists.org/fulldisclosure/2021/May/52', 'https://lists.x.org/archives/xorg-announce/2021-May/003088.html', 'https://lists.freedesktop.org/archives/xorg/'}",{'https://gitlab.freedesktop.org/xorg/lib/libx11/-/commit/8d2e02ae650f00c4a53deb625211a0527126c605'},gitlab
CVE-2021-30150,https://www.cvedetails.com/cve/CVE-2021-30150/,CWE-79,XSS,2021-04-06,2021-04-08,4.3,None,Remote,Medium,Not required,None,Partial,None,Composr 10.0.36 allows XSS in an XML script.,"{'http://packetstormsecurity.com/files/162111/Composr-CMS-10.0.36-Cross-Site-Scripting.html', 'https://gitlab.com/composr-foundation/composr/commit/833a06466'}",{'https://gitlab.com/composr-foundation/composr/commit/833a06466'},gitlab
CVE-2021-30149,https://www.cvedetails.com/cve/CVE-2021-30149/,CWE-434,,2021-04-06,2021-04-08,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Composr 10.0.36 allows upload and execution of PHP files.,"{'http://packetstormsecurity.com/files/162128/Composr-10.0.36-Shell-Upload.html', 'https://gitlab.com/composr-foundation/composr/commit/a71c44e03'}",{'https://gitlab.com/composr-foundation/composr/commit/a71c44e03'},gitlab
CVE-2021-28834,https://www.cvedetails.com/cve/CVE-2021-28834/,,,2021-03-19,2021-04-19,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Kramdown before 2.3.1 does not restrict Rouge formatters to the Rouge::Formatters namespace, and thus arbitrary classes can be instantiated.","{'https://www.debian.org/security/2021/dsa-4890', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/SYOLQKFL6IJCQLBXV34Z4TI4O54GESPR/', 'https://github.com/gettalong/kramdown/compare/REL_2_3_0...REL_2_3_1', 'https://github.com/gettalong/kramdown/pull/708', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/S3BBLUIDCUUR3NEE4NJLOCCAV3ALQ3O6/', 'https://gitlab.com/gitlab-org/gitlab/-/commit/179329b5c3c118924fb242dc449d06b4ed6ccb66', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/NJCJVYHPY6LNUFM6LYZIAUIYOMVT5QGV/'}",{'https://gitlab.com/gitlab-org/gitlab/-/commit/179329b5c3c118924fb242dc449d06b4ed6ccb66'},gitlab
CVE-2021-28650,https://www.cvedetails.com/cve/CVE-2021-28650/,CWE-59,Dir. Trav.,2021-03-17,2021-05-26,2.1,None,Local,Low,Not required,Partial,None,None,"autoar-extractor.c in GNOME gnome-autoar before 0.3.1, as used by GNOME Shell, Nautilus, and other software, allows Directory Traversal during extraction because it lacks a check of whether a file's parent is a symlink in certain complex situations. NOTE: this issue exists because of an incomplete fix for CVE-2020-36241.","{'https://security.gentoo.org/glsa/202105-10', 'https://gitlab.gnome.org/GNOME/gnome-autoar/-/commit/8109c368c6cfdb593faaf698c2bf5da32bb1ace4', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BN5TVQ7OHZEGY6AGFLAZWCVCI53RYNHQ/'}",{'https://gitlab.gnome.org/GNOME/gnome-autoar/-/commit/8109c368c6cfdb593faaf698c2bf5da32bb1ace4'},gitlab
CVE-2021-20286,https://www.cvedetails.com/cve/CVE-2021-20286/,CWE-617,DoS,2021-03-15,2021-03-22,4.0,None,Remote,Low,???,None,None,Partial,A flaw was found in libnbd 1.7.3. An assertion failure in nbd_unlocked_opt_go in ilb/opt.c may lead to denial of service.,"{'https://gitlab.com/nbdkit/libnbd/-/commit/fb4440de9cc76e9c14bd3ddf3333e78621f40ad0', 'https://bugzilla.redhat.com/show_bug.cgi?id=1934727'}",{'https://gitlab.com/nbdkit/libnbd/-/commit/fb4440de9cc76e9c14bd3ddf3333e78621f40ad0'},gitlab
CVE-2021-3527,https://www.cvedetails.com/cve/CVE-2021-3527/,CWE-770,DoS,2021-05-26,2021-07-08,2.1,None,Local,Low,Not required,None,None,Partial,"A flaw was found in the USB redirector device (usb-redir) of QEMU. Small USB packets are combined into a single, large transfer request, to reduce the overhead and improve performance. The combined size of the bulk transfer is used to dynamically allocate a variable length array (VLA) on the stack without proper validation. Since the total size is not bounded, a malicious guest could use this flaw to influence the array length and cause the QEMU process to perform an excessive allocation on the stack, resulting in a denial of service.","{'https://gitlab.com/qemu-project/qemu/-/commit/05a40b172e4d691371534828078be47e7fff524c', 'https://gitlab.com/qemu-project/qemu/-/commit/7ec54f9eb62b5d177e30eb8b1cad795a5f8d8986', 'https://www.openwall.com/lists/oss-security/2021/05/05/5', 'https://bugzilla.redhat.com/show_bug.cgi?id=1955695'}","{'https://gitlab.com/qemu-project/qemu/-/commit/05a40b172e4d691371534828078be47e7fff524c', 'https://gitlab.com/qemu-project/qemu/-/commit/7ec54f9eb62b5d177e30eb8b1cad795a5f8d8986'}",gitlab
CVE-2021-3516,https://www.cvedetails.com/cve/CVE-2021-3516/,CWE-416,,2021-06-01,2021-07-16,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"There's a flaw in libxml2's xmllint in versions before 2.9.11. An attacker who is able to submit a crafted file to be processed by xmllint could trigger a use-after-free. The greatest impact of this flaw is to confidentiality, integrity, and availability.","{'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/QVM4UJ3376I6ZVOYMHBNX4GY3NIV52WV/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BZOMV5J4PMZAORVT64BKLV6YIZAFDGX6/', 'https://gitlab.gnome.org/GNOME/libxml2/-/issues/230', 'https://lists.debian.org/debian-lts-announce/2021/05/msg00008.html', 'https://gitlab.gnome.org/GNOME/libxml2/-/commit/1358d157d0bd83be1dfe356a69213df9fac0b539', 'https://security.netapp.com/advisory/ntap-20210716-0005/', 'https://security.gentoo.org/glsa/202107-05', 'https://bugzilla.redhat.com/show_bug.cgi?id=1954225'}",{'https://gitlab.gnome.org/GNOME/libxml2/-/commit/1358d157d0bd83be1dfe356a69213df9fac0b539'},gitlab
CVE-2021-3472,https://www.cvedetails.com/cve/CVE-2021-3472/,CWE-191,,2021-04-26,2021-05-19,7.2,None,Local,Low,Not required,Complete,Complete,Complete,A flaw was found in xorg-x11-server in versions before 1.20.11. An integer underflow can occur in xserver which can lead to a local privilege escalation. The highest threat from this vulnerability is to data confidentiality and integrity as well as system availability.,"{'https://www.tenable.com/plugins/nessus/148701', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MDF7TAJE7NPZPNVOXSD5HBIFLNPUOD2V/', 'https://seclists.org/oss-sec/2021/q2/20', 'https://security.gentoo.org/glsa/202104-02', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MO6S5OPXUDYBSRSVWVLFLJ6AFERG4HNY/', 'https://gitlab.freedesktop.org/xorg/xserver/-/commit/7aaf54a1884f71dc363f0b884e57bcb67407a6cd', 'https://lists.debian.org/debian-lts-announce/2021/04/msg00013.html', 'https://bugzilla.redhat.com/show_bug.cgi?id=1944167', 'https://www.debian.org/security/2021/dsa-4893', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/PEXPCLMVU25AUZTUXC4MYBGPKOAIM5TW/', 'https://www.zerodayinitiative.com/advisories/ZDI-21-463/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/N63KL3T22HNFT4FJ7VMVF6U5Q4RFJIQF/', 'https://lists.x.org/archives/xorg-announce/2021-April/003080.html', 'https://www.openwall.com/lists/oss-security/2021/04/13/1'}",{'https://gitlab.freedesktop.org/xorg/xserver/-/commit/7aaf54a1884f71dc363f0b884e57bcb67407a6cd'},gitlab
CVE-2021-3181,https://www.cvedetails.com/cve/CVE-2021-3181/,CWE-400,DoS,2021-01-19,2021-02-17,4.3,None,Remote,Medium,Not required,None,None,Partial,"rfc822.c in Mutt through 2.0.4 allows remote attackers to cause a denial of service (mailbox unavailability) by sending email messages with sequences of semicolon characters in RFC822 address fields (aka terminators of empty groups). A small email message from the attacker can cause large memory consumption, and the victim may then be unable to see email messages from other persons.","{'https://security.gentoo.org/glsa/202101-25', 'https://lists.debian.org/debian-lts-announce/2021/01/msg00017.html', 'https://www.debian.org/security/2021/dsa-4838', 'https://gitlab.com/muttmua/mutt/-/issues/323', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/P2OMLQKAOHPYQA4GI7ZUO6UKCPUHLYO7/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DXGWXFO77HBCD3VYEIYHHYU33LYWWWNQ/', 'https://gitlab.com/muttmua/mutt/-/commit/d4305208955c5cdd9fe96dfa61e7c1e14e176a14', 'https://gitlab.com/muttmua/mutt/-/commit/939b02b33ae29bc0d642570c1dcfd4b339037d19', 'https://www.openwall.com/lists/oss-security/2021/01/27/3', 'https://gitlab.com/muttmua/mutt/-/commit/4a2becbdb4422aaffe3ce314991b9d670b7adf17', 'https://www.openwall.com/lists/oss-security/2021/01/19/10'}","{'https://gitlab.com/muttmua/mutt/-/commit/4a2becbdb4422aaffe3ce314991b9d670b7adf17', 'https://gitlab.com/muttmua/mutt/-/commit/939b02b33ae29bc0d642570c1dcfd4b339037d19', 'https://gitlab.com/muttmua/mutt/-/commit/d4305208955c5cdd9fe96dfa61e7c1e14e176a14'}",gitlab
CVE-2020-36314,https://www.cvedetails.com/cve/CVE-2020-36314/,CWE-22,Dir. Trav.,2021-04-07,2021-06-03,2.6,None,Local,High,Not required,None,Partial,Partial,"fr-archive-libarchive.c in GNOME file-roller through 3.38.0, as used by GNOME Shell and other software, allows Directory Traversal during extraction because it lacks a check of whether a file's parent is a symlink in certain complex situations. NOTE: this issue exists because of an incomplete fix for CVE-2020-11736.","{'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/6KJBZVCHQ4SSX2JAJZVJ5J4P3GEMXJ75/', 'https://gitlab.gnome.org/GNOME/file-roller/-/commit/e970f4966bf388f6e7c277357c8b186c645683ae', 'https://gitlab.gnome.org/GNOME/file-roller/-/issues/108'}",{'https://gitlab.gnome.org/GNOME/file-roller/-/commit/e970f4966bf388f6e7c277357c8b186c645683ae'},gitlab
CVE-2020-36241,https://www.cvedetails.com/cve/CVE-2020-36241/,CWE-59,Dir. Trav.,2021-02-05,2021-07-21,2.1,None,Local,Low,Not required,Partial,None,None,"autoar-extractor.c in GNOME gnome-autoar through 0.2.4, as used by GNOME Shell, Nautilus, and other software, allows Directory Traversal during extraction because it lacks a check of whether a file's parent is a symlink to a directory outside of the intended extraction location.","{'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BN5TVQ7OHZEGY6AGFLAZWCVCI53RYNHQ/', 'https://security.gentoo.org/glsa/202105-10', 'https://gitlab.gnome.org/GNOME/gnome-autoar/-/issues/7', 'https://gitlab.gnome.org/GNOME/gnome-autoar/-/commit/adb067e645732fdbe7103516e506d09eb6a54429'}",{'https://gitlab.gnome.org/GNOME/gnome-autoar/-/commit/adb067e645732fdbe7103516e506d09eb6a54429'},gitlab
CVE-2020-35524,https://www.cvedetails.com/cve/CVE-2020-35524/,CWE-119,Exec Code Overflow,2021-03-09,2021-07-08,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"A heap-based buffer overflow flaw was found in libtiff in the handling of TIFF images in libtiff's TIFF2PDF tool. A specially crafted TIFF file can lead to arbitrary code execution. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability.","{'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BMHBYFMX3D5VGR6Y3RXTTH3Q4NF4E6IG/', 'https://security.gentoo.org/glsa/202104-06', 'https://gitlab.com/libtiff/libtiff/-/merge_requests/159', 'https://www.debian.org/security/2021/dsa-4869', 'https://lists.debian.org/debian-lts-announce/2021/06/msg00023.html', 'https://bugzilla.redhat.com/show_bug.cgi?id=1932044', 'https://gitlab.com/rzkn/libtiff/-/commit/7be2e452ddcf6d7abca88f41d3761e6edab72b22', 'https://security.netapp.com/advisory/ntap-20210521-0009/'}",{'https://gitlab.com/rzkn/libtiff/-/commit/7be2e452ddcf6d7abca88f41d3761e6edab72b22'},gitlab
CVE-2020-35523,https://www.cvedetails.com/cve/CVE-2020-35523/,CWE-190,Exec Code Overflow,2021-03-09,2021-06-28,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"An integer overflow flaw was found in libtiff that exists in the tif_getimage.c file. This flaw allows an attacker to inject and execute arbitrary code when a user opens a crafted TIFF file. The highest threat from this vulnerability is to confidentiality, integrity, as well as system availability.","{'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BMHBYFMX3D5VGR6Y3RXTTH3Q4NF4E6IG/', 'https://security.netapp.com/advisory/ntap-20210521-0009/', 'https://security.gentoo.org/glsa/202104-06', 'https://gitlab.com/libtiff/libtiff/-/merge_requests/160', 'https://bugzilla.redhat.com/show_bug.cgi?id=1932040', 'https://www.debian.org/security/2021/dsa-4869', 'https://lists.debian.org/debian-lts-announce/2021/06/msg00023.html', 'https://gitlab.com/libtiff/libtiff/-/commit/c8d613ef497058fe653c467fc84c70a62a4a71b2'}",{'https://gitlab.com/libtiff/libtiff/-/commit/c8d613ef497058fe653c467fc84c70a62a4a71b2'},gitlab
CVE-2020-35492,https://www.cvedetails.com/cve/CVE-2020-35492/,CWE-121,Overflow,2021-03-18,2021-05-14,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"A flaw was found in cairo's image-compositor.c in all versions prior to 1.17.4. This flaw allows an attacker who can provide a crafted input file to cairo's image-compositor (for example, by convincing a user to open a file in an application using cairo, or if an application uses cairo on untrusted input) to cause a stack buffer overflow -> out-of-bounds WRITE. The highest impact from this vulnerability is to confidentiality, integrity, as well as system availability.","{'https://gitlab.freedesktop.org/cairo/cairo/-/commit/03a820b173ed1fdef6ff14b4468f5dbc02ff59be', 'https://bugzilla.redhat.com/show_bug.cgi?id=1898396'}",{'https://gitlab.freedesktop.org/cairo/cairo/-/commit/03a820b173ed1fdef6ff14b4468f5dbc02ff59be'},gitlab
CVE-2019-19956,https://www.cvedetails.com/cve/CVE-2019-19956/,CWE-772,,2019-12-24,2021-07-21,5.0,None,Remote,Low,Not required,None,None,Partial,xmlParseBalancedChunkMemoryRecover in parser.c in libxml2 before 2.9.10 has a memory leak related to newDoc->oldNs.,"{'https://security.netapp.com/advisory/ntap-20200114-0002/', 'https://us-cert.cisa.gov/ics/advisories/icsa-21-103-08', 'http://lists.opensuse.org/opensuse-security-announce/2020-06/msg00005.html', 'https://gitlab.gnome.org/GNOME/libxml2/commit/5a02583c7e683896d84878bd90641d8d9b0d0549', 'https://usn.ubuntu.com/4274-1/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/JDPF3AAVKUAKDYFMFKSIQSVVS3EEFPQH/', 'https://www.oracle.com/security-alerts/cpujul2020.html', 'https://lists.debian.org/debian-lts-announce/2019/12/msg00032.html', 'https://lists.debian.org/debian-lts-announce/2020/09/msg00009.html', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/5R55ZR52RMBX24TQTWHCIWKJVRV6YAWI/', 'https://cert-portal.siemens.com/productcert/pdf/ssa-292794.pdf', 'http://lists.opensuse.org/opensuse-security-announce/2020-05/msg00047.html'}",{'https://gitlab.gnome.org/GNOME/libxml2/commit/5a02583c7e683896d84878bd90641d8d9b0d0549'},gitlab
CVE-2019-18391,https://www.cvedetails.com/cve/CVE-2019-18391/,CWE-787,DoS Overflow,2019-12-23,2020-11-09,2.1,None,Local,Low,Not required,None,None,Partial,A heap-based buffer overflow in the vrend_renderer_transfer_write_iov function in vrend_renderer.c in virglrenderer through 0.8.0 allows guest OS users to cause a denial of service via VIRGL_CCMD_RESOURCE_INLINE_WRITE commands.,"{'https://gitlab.freedesktop.org/virgl/virglrenderer/merge_requests/314/diffs?commit_id=8c9cfb4e425542e96f0717189fe4658555baaf08', 'https://gitlab.freedesktop.org/virgl/virglrenderer/commit/2abeb1802e3c005b17a7123e382171b3fb665971', 'https://access.redhat.com/security/cve/cve-2019-18391', 'https://bugzilla.redhat.com/show_bug.cgi?id=1765589', 'http://lists.opensuse.org/opensuse-security-announce/2020-01/msg00028.html'}",{'https://gitlab.freedesktop.org/virgl/virglrenderer/commit/2abeb1802e3c005b17a7123e382171b3fb665971'},gitlab
CVE-2019-18390,https://www.cvedetails.com/cve/CVE-2019-18390/,CWE-125,DoS,2019-12-23,2020-11-16,3.6,None,Local,Low,Not required,Partial,None,Partial,An out-of-bounds read in the vrend_blit_need_swizzle function in vrend_renderer.c in virglrenderer through 0.8.0 allows guest OS users to cause a denial of service via VIRGL_CCMD_BLIT commands.,"{'https://access.redhat.com/security/cve/cve-2019-18390', 'https://gitlab.freedesktop.org/virgl/virglrenderer/commit/24f67de7a9088a873844a39be03cee6882260ac9', 'https://gitlab.freedesktop.org/virgl/virglrenderer/merge_requests/314/diffs?commit_id=d2cdbcf6a8f2317f250fd54f08aa35dde2fa3e30#3cd772559e0d73afa136d6818023cfd0c4c8ecc0_0_151', 'http://lists.opensuse.org/opensuse-security-announce/2020-01/msg00028.html', 'https://bugzilla.redhat.com/show_bug.cgi?id=1765584'}",{'https://gitlab.freedesktop.org/virgl/virglrenderer/commit/24f67de7a9088a873844a39be03cee6882260ac9'},gitlab
CVE-2019-18389,https://www.cvedetails.com/cve/CVE-2019-18389/,CWE-787,DoS Exec Code Overflow,2019-12-23,2020-11-16,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"A heap-based buffer overflow in the vrend_renderer_transfer_write_iov function in vrend_renderer.c in virglrenderer through 0.8.0 allows guest OS users to cause a denial of service, or QEMU guest-to-host escape and code execution, via VIRGL_CCMD_RESOURCE_INLINE_WRITE commands.","{'https://gitlab.freedesktop.org/virgl/virglrenderer/merge_requests/314/diffs?commit_id=9c280a28651507e6ef87b17b90d47b6af3a4ab7d', 'https://bugzilla.redhat.com/show_bug.cgi?id=1765577', 'https://gitlab.freedesktop.org/virgl/virglrenderer/commit/cbc8d8b75be360236cada63784046688aeb6d921', 'http://lists.opensuse.org/opensuse-security-announce/2020-01/msg00028.html', 'https://access.redhat.com/security/cve/cve-2019-18389'}",{'https://gitlab.freedesktop.org/virgl/virglrenderer/commit/cbc8d8b75be360236cada63784046688aeb6d921'},gitlab
