vuln_id,cwe_id,score,chain,dataset,summary,published_date,chain_len,project,commit_href,commit_sha,patch
GHSA-f92j-qf46-p6vm,,,{'https://github.com/Adobe-Consulting-Services/acs-aem-commons/commit/14d769c86606c4ce9a93c47a19f87e1ad72788d6'},osv,Reflected Cross-site Scripting in ACS Commons nan,2021-02-02,1,https://github.com/Adobe-Consulting-Services/acs-aem-commons,https://github.com/Adobe-Consulting-Services/acs-aem-commons/commit/14d769c86606c4ce9a93c47a19f87e1ad72788d6,14d769c86606c4ce9a93c47a19f87e1ad72788d6,SINGLE
GHSA-qhxx-j73r-qpm2,,,{'https://github.com/tensorflow/tensorflow/commit/ace0c15a22f7f054abcc1f53eabbcb0a1239a9e2'},osv,Uninitialized memory access in TensorFlow nan,2020-12-10,1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/commit/ace0c15a22f7f054abcc1f53eabbcb0a1239a9e2,ace0c15a22f7f054abcc1f53eabbcb0a1239a9e2,SINGLE
GHSA-9hx4-qm7h-x84j,,,{'https://github.com/gogits/gogs/commit/3abc41cccab2486012b46305827433ad6f5deade'},osv,Cross-site Scripting in Gogs nan,2021-06-29,1,https://github.com/gogits/gogs,https://github.com/gogits/gogs/commit/3abc41cccab2486012b46305827433ad6f5deade,3abc41cccab2486012b46305827433ad6f5deade,SINGLE
GHSA-2hwx-mjrm-v3g8,,,{'https://github.com/matrix-org/synapse/commit/ff5c4da1289cb5e097902b3e55b771be342c29d6'},osv,Denial of service attack via .well-known lookups nan,2021-03-01,1,https://github.com/matrix-org/synapse,https://github.com/matrix-org/synapse/commit/ff5c4da1289cb5e097902b3e55b771be342c29d6,ff5c4da1289cb5e097902b3e55b771be342c29d6,SINGLE
GHSA-h6w6-xmqv-7q78,,,{'https://github.com/rails/rails/commit/8a39f411dc3c806422785b1f4d5c7c9d58e4bf85'},osv,High severity vulnerability that affects activerecord nan,2017-10-24,1,https://github.com/rails/rails,https://github.com/rails/rails/commit/8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,8a39f411dc3c806422785b1f4d5c7c9d58e4bf85,SINGLE
GHSA-7r94-xv9v-63jw,,,{'https://github.com/tensorflow/tensorflow/commit/68867bf01239d9e1048f98cbad185bf4761bedd3'},osv,A use of uninitialized value vulnerability in Tensorflow nan,2021-11-10,1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/commit/68867bf01239d9e1048f98cbad185bf4761bedd3,68867bf01239d9e1048f98cbad185bf4761bedd3,SINGLE
GHSA-fxwv-953p-7qpf,,,{'https://github.com/phusion/passenger/commit/ddb8ecc4ebf260e4967f57f271d4f5761abeac3e'},osv,Moderate severity vulnerability that affects passenger nan,2018-10-10,1,https://github.com/phusion/passenger,https://github.com/phusion/passenger/commit/ddb8ecc4ebf260e4967f57f271d4f5761abeac3e,ddb8ecc4ebf260e4967f57f271d4f5761abeac3e,SINGLE
GHSA-vq2r-5xvm-3hc3,,,{'https://github.com/tensorflow/tensorflow/commit/b1b323042264740c398140da32e93fb9c2c9f33e'},osv,Segfault in `CTCBeamSearchDecoder` nan,2021-05-21,1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/commit/b1b323042264740c398140da32e93fb9c2c9f33e,b1b323042264740c398140da32e93fb9c2c9f33e,SINGLE
GHSA-c9g6-9335-x697,,,{'https://github.com/sockjs/sockjs-node/commit/dd7e642cd69ee74385825816d30642c43e051d16'},osv,Improper Input Validation in SocksJS-Node nan,2021-04-13,1,https://github.com/sockjs/sockjs-node,https://github.com/sockjs/sockjs-node/commit/dd7e642cd69ee74385825816d30642c43e051d16,dd7e642cd69ee74385825816d30642c43e051d16,SINGLE
GHSA-pwhf-39xg-4rxw,,,{'https://github.com/backstage/backstage/commit/aad98c544e59369901fe9e0a85f6357644dceb5c'},osv,Script injection nan,2021-06-04,1,https://github.com/backstage/backstage,https://github.com/backstage/backstage/commit/aad98c544e59369901fe9e0a85f6357644dceb5c,aad98c544e59369901fe9e0a85f6357644dceb5c,SINGLE
GHSA-wjfq-88q2-r34j,,,{'https://github.com/pmmp/PocketMine-MP/commit/56fe71d939c38fe14e18a31a673a9331bcc0e4ca'},osv,Unhandled exception when decoding form response JSON nan,2022-01-21,1,https://github.com/pmmp/PocketMine-MP,https://github.com/pmmp/PocketMine-MP/commit/56fe71d939c38fe14e18a31a673a9331bcc0e4ca,56fe71d939c38fe14e18a31a673a9331bcc0e4ca,SINGLE
GHSA-rcjj-h6gh-jf3r,,,{'https://github.com/apache/groovy/commit/bcbe5c4c76db83736166530647c024ac1e47ef28'},osv,Information Disclosure in Apache Groovy nan,2020-12-09,1,https://github.com/apache/groovy,https://github.com/apache/groovy/commit/bcbe5c4c76db83736166530647c024ac1e47ef28,bcbe5c4c76db83736166530647c024ac1e47ef28,SINGLE
GHSA-2rmp-fw5r-j5qv,,,{'https://github.com/influxdata/influxdb/commit/761b557315ff9c1642cf3b0e5797cd3d983a24c0'},osv,Improper Authentication in InfluxDB nan,2021-05-18,1,https://github.com/influxdata/influxdb,https://github.com/influxdata/influxdb/commit/761b557315ff9c1642cf3b0e5797cd3d983a24c0,761b557315ff9c1642cf3b0e5797cd3d983a24c0,SINGLE
GHSA-q3j3-w37x-hq2q,,,{'https://github.com/symfony/symfony/commit/95dcf51682029e89450aee86267e3d553aa7c487'},osv,Webcache Poisoning in symfony/http-kernel nan,2021-11-24,1,https://github.com/symfony/symfony,https://github.com/symfony/symfony/commit/95dcf51682029e89450aee86267e3d553aa7c487,95dcf51682029e89450aee86267e3d553aa7c487,SINGLE
GHSA-qm57-vhq3-3fwf,,,{'https://github.com/django/django/commit/e1e81aa1c4427411e3c68facdd761229ffea6f6f'},osv,Header injection possible in Django nan,2021-06-09,1,https://github.com/django/django,https://github.com/django/django/commit/e1e81aa1c4427411e3c68facdd761229ffea6f6f,e1e81aa1c4427411e3c68facdd761229ffea6f6f,SINGLE
GHSA-rj44-gpjc-29r7,,,{'https://github.com/thi-ng/umbrella/commit/88f61656e5f5cfba960013b8133186389efaf243'},osv,[thi.ng/egf] Potential arbitrary code execution of `#gpg`-tagged property values nan,2021-04-06,1,https://github.com/thi-ng/umbrella,https://github.com/thi-ng/umbrella/commit/88f61656e5f5cfba960013b8133186389efaf243,88f61656e5f5cfba960013b8133186389efaf243,SINGLE
GHSA-p4pj-mg4r-x6v4,,,{'https://github.com/ua-parser/uap-core/commit/dc9925d458214cfe87b93e35346980612f6ae96c'},osv,Denial of Service in uap-core nan,2021-02-02,1,https://github.com/ua-parser/uap-core,https://github.com/ua-parser/uap-core/commit/dc9925d458214cfe87b93e35346980612f6ae96c,dc9925d458214cfe87b93e35346980612f6ae96c,SINGLE
GHSA-93xj-8mrv-444m,,,{'https://github.com/httplib2/httplib2/commit/bd9ee252c8f099608019709e22c0d705e98d26bc'},osv,Regular Expression Denial of Service (REDoS) in httplib2 nan,2021-02-08,1,https://github.com/httplib2/httplib2,https://github.com/httplib2/httplib2/commit/bd9ee252c8f099608019709e22c0d705e98d26bc,bd9ee252c8f099608019709e22c0d705e98d26bc,SINGLE
GHSA-6r3c-8xf3-ggrr,,,{'https://github.com/moggers87/django-sendfile2/commit/f870c52398a55b9b5189932dd8caa24efb4bc1e1'},osv,Directory traversal outside of SENDFILE_ROOT in django-sendfile2 nan,2020-06-24,1,https://github.com/moggers87/django-sendfile2,https://github.com/moggers87/django-sendfile2/commit/f870c52398a55b9b5189932dd8caa24efb4bc1e1,f870c52398a55b9b5189932dd8caa24efb4bc1e1,SINGLE
GHSA-pfj7-2qfw-vwgm,,,{'https://github.com/NodeBB/NodeBB/commit/c8b2fc46dc698db687379106b3f01c71b80f495f'},osv,Path traversal in translator module in NodeBB nan,2021-11-30,1,https://github.com/NodeBB/NodeBB,https://github.com/NodeBB/NodeBB/commit/c8b2fc46dc698db687379106b3f01c71b80f495f,c8b2fc46dc698db687379106b3f01c71b80f495f,SINGLE
GHSA-rc8h-3fv6-pxv8,,,{'https://github.com/hapijs/hapi/commit/aab2496e930dce5ee1ab28eecec94e0e45f03580'},osv,Denial of Service in hapi nan,2018-06-07,1,https://github.com/hapijs/hapi,https://github.com/hapijs/hapi/commit/aab2496e930dce5ee1ab28eecec94e0e45f03580,aab2496e930dce5ee1ab28eecec94e0e45f03580,SINGLE
GHSA-fxwf-45c7-4ppr,,,{'https://github.com/mjpclab/object-hierarchy-access/commit/7b1aa134a8bc4a376296bcfac5c3463aef2b7572'},osv,Prototype pollution in object-hierarchy-access nan,2021-10-12,1,https://github.com/mjpclab/object-hierarchy-access,https://github.com/mjpclab/object-hierarchy-access/commit/7b1aa134a8bc4a376296bcfac5c3463aef2b7572,7b1aa134a8bc4a376296bcfac5c3463aef2b7572,SINGLE
GHSA-7cqx-92hp-x6wh,,,{'https://github.com/tensorflow/tensorflow/commit/63c6a29d0f2d692b247f7bf81f8732d6442fad09'},osv,Heap buffer overflow in `MaxPool3DGradGrad` nan,2021-05-21,1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/commit/63c6a29d0f2d692b247f7bf81f8732d6442fad09,63c6a29d0f2d692b247f7bf81f8732d6442fad09,SINGLE
GHSA-947x-pv47-pp3q,,,{'https://github.com/webrecorder/pywb/commit/f7bd84cdacdd665ff73ae8d09a202f60be2ebae9'},osv,Cross-site scripting in pywb nan,2021-09-02,1,https://github.com/webrecorder/pywb,https://github.com/webrecorder/pywb/commit/f7bd84cdacdd665ff73ae8d09a202f60be2ebae9,f7bd84cdacdd665ff73ae8d09a202f60be2ebae9,SINGLE
GHSA-645p-88qh-w398,,,{'https://github.com/FasterXML/jackson-databind/commit/87d29af25e82a249ea15858e2d4ecbf64091db44'},osv,High severity vulnerability that affects com.fasterxml.jackson.core:jackson-databind nan,2019-01-04,1,https://github.com/FasterXML/jackson-databind,https://github.com/FasterXML/jackson-databind/commit/87d29af25e82a249ea15858e2d4ecbf64091db44,87d29af25e82a249ea15858e2d4ecbf64091db44,SINGLE
GHSA-f5cx-5wr3-5qrc,,,"{'https://github.com/tensorflow/tensorflow/commit/9c87c32c710d0b5b53dc6fd3bfde4046e1f7a5ad', 'https://github.com/tensorflow/tensorflow/commit/429f009d2b2c09028647dd4bb7b3f6f414bbaad7'}",osv,Reference binding to nullptr in boosted trees nan,2021-08-25,2,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/commit/9c87c32c710d0b5b53dc6fd3bfde4046e1f7a5ad,9c87c32c710d0b5b53dc6fd3bfde4046e1f7a5ad,MULTI
GHSA-f5cx-5wr3-5qrc,,,"{'https://github.com/tensorflow/tensorflow/commit/9c87c32c710d0b5b53dc6fd3bfde4046e1f7a5ad', 'https://github.com/tensorflow/tensorflow/commit/429f009d2b2c09028647dd4bb7b3f6f414bbaad7'}",osv,Reference binding to nullptr in boosted trees nan,2021-08-25,2,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/commit/429f009d2b2c09028647dd4bb7b3f6f414bbaad7,429f009d2b2c09028647dd4bb7b3f6f414bbaad7,MULTI
GHSA-2p6r-37p9-89p2,,,{'https://github.com/cosmos/cosmos-sdk/commit/68ab790a761e80d3674f821794cf18ccbfed45ee'},osv,Authz Module Non-Determinism nan,2021-10-21,1,https://github.com/cosmos/cosmos-sdk,https://github.com/cosmos/cosmos-sdk/commit/68ab790a761e80d3674f821794cf18ccbfed45ee,68ab790a761e80d3674f821794cf18ccbfed45ee,SINGLE
GHSA-r4pj-74mg-8868,,,{'https://github.com/tensorflow/tensorflow/commit/fca9874a9b42a2134f907d2fb46ab774a831404a'},osv,Division by 0 in `Conv2DBackpropFilter` nan,2021-05-21,1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/commit/fca9874a9b42a2134f907d2fb46ab774a831404a,fca9874a9b42a2134f907d2fb46ab774a831404a,SINGLE
GHSA-64rh-r86q-75ff,,,"{'https://github.com/kiali/kiali/commit/ce48af57113c805a25179aaab1a0fac2fb93653f', 'https://github.com/kiali/kiali/commit/93f5cd0b6698e8fe8772afb8f35816f6c086aef1', 'https://github.com/kiali/kiali/commit/ac7bd6c7ddb2e01356e21d360dd1c718a90706ad', 'https://github.com/kiali/kiali/commit/faed1f5f90efae3df9fd6fb793f00ccc242b3a96'}",osv,Hard coded cryptographic key in Kiali nan,2021-05-18,4,https://github.com/kiali/kiali,https://github.com/kiali/kiali/commit/ce48af57113c805a25179aaab1a0fac2fb93653f,ce48af57113c805a25179aaab1a0fac2fb93653f,MULTI
GHSA-64rh-r86q-75ff,,,"{'https://github.com/kiali/kiali/commit/ce48af57113c805a25179aaab1a0fac2fb93653f', 'https://github.com/kiali/kiali/commit/93f5cd0b6698e8fe8772afb8f35816f6c086aef1', 'https://github.com/kiali/kiali/commit/ac7bd6c7ddb2e01356e21d360dd1c718a90706ad', 'https://github.com/kiali/kiali/commit/faed1f5f90efae3df9fd6fb793f00ccc242b3a96'}",osv,Hard coded cryptographic key in Kiali nan,2021-05-18,4,https://github.com/kiali/kiali,https://github.com/kiali/kiali/commit/93f5cd0b6698e8fe8772afb8f35816f6c086aef1,93f5cd0b6698e8fe8772afb8f35816f6c086aef1,MULTI
GHSA-64rh-r86q-75ff,,,"{'https://github.com/kiali/kiali/commit/ce48af57113c805a25179aaab1a0fac2fb93653f', 'https://github.com/kiali/kiali/commit/93f5cd0b6698e8fe8772afb8f35816f6c086aef1', 'https://github.com/kiali/kiali/commit/ac7bd6c7ddb2e01356e21d360dd1c718a90706ad', 'https://github.com/kiali/kiali/commit/faed1f5f90efae3df9fd6fb793f00ccc242b3a96'}",osv,Hard coded cryptographic key in Kiali nan,2021-05-18,4,https://github.com/kiali/kiali,https://github.com/kiali/kiali/commit/ac7bd6c7ddb2e01356e21d360dd1c718a90706ad,ac7bd6c7ddb2e01356e21d360dd1c718a90706ad,MULTI
GHSA-64rh-r86q-75ff,,,"{'https://github.com/kiali/kiali/commit/ce48af57113c805a25179aaab1a0fac2fb93653f', 'https://github.com/kiali/kiali/commit/93f5cd0b6698e8fe8772afb8f35816f6c086aef1', 'https://github.com/kiali/kiali/commit/ac7bd6c7ddb2e01356e21d360dd1c718a90706ad', 'https://github.com/kiali/kiali/commit/faed1f5f90efae3df9fd6fb793f00ccc242b3a96'}",osv,Hard coded cryptographic key in Kiali nan,2021-05-18,4,https://github.com/kiali/kiali,https://github.com/kiali/kiali/commit/faed1f5f90efae3df9fd6fb793f00ccc242b3a96,faed1f5f90efae3df9fd6fb793f00ccc242b3a96,MULTI
GHSA-w5gh-2wr2-pm6g,,,"{'https://github.com/tensorflow/tensorflow/commit/fcfef195637c6e365577829c4d67681695956e7d', 'https://github.com/tensorflow/tensorflow/commit/adf095206f25471e864a8e63a0f1caef53a0e3a6', 'https://github.com/tensorflow/tensorflow/commit/f760f88b4267d981e13f4b302c437ae800445968'}",osv,Denial of Service in Tensorflow nan,2020-09-25,3,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/commit/fcfef195637c6e365577829c4d67681695956e7d,fcfef195637c6e365577829c4d67681695956e7d,MULTI
GHSA-w5gh-2wr2-pm6g,,,"{'https://github.com/tensorflow/tensorflow/commit/fcfef195637c6e365577829c4d67681695956e7d', 'https://github.com/tensorflow/tensorflow/commit/adf095206f25471e864a8e63a0f1caef53a0e3a6', 'https://github.com/tensorflow/tensorflow/commit/f760f88b4267d981e13f4b302c437ae800445968'}",osv,Denial of Service in Tensorflow nan,2020-09-25,3,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/commit/adf095206f25471e864a8e63a0f1caef53a0e3a6,adf095206f25471e864a8e63a0f1caef53a0e3a6,MULTI
GHSA-w5gh-2wr2-pm6g,,,"{'https://github.com/tensorflow/tensorflow/commit/fcfef195637c6e365577829c4d67681695956e7d', 'https://github.com/tensorflow/tensorflow/commit/adf095206f25471e864a8e63a0f1caef53a0e3a6', 'https://github.com/tensorflow/tensorflow/commit/f760f88b4267d981e13f4b302c437ae800445968'}",osv,Denial of Service in Tensorflow nan,2020-09-25,3,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/commit/f760f88b4267d981e13f4b302c437ae800445968,f760f88b4267d981e13f4b302c437ae800445968,MULTI
GHSA-9h4h-8w5p-f28w,,,"{'https://github.com/ethereum/go-ethereum/commit/fb9f7261ec51e38eedb454594fc19f00de1a6834', 'https://github.com/ethereum/go-ethereum/commit/83e2761c3a13524bd5d6597ac08994488cf872ef'}",osv,Denial of Service in geth nan,2021-06-29,2,https://github.com/ethereum/go-ethereum,https://github.com/ethereum/go-ethereum/commit/fb9f7261ec51e38eedb454594fc19f00de1a6834,fb9f7261ec51e38eedb454594fc19f00de1a6834,MULTI
GHSA-9h4h-8w5p-f28w,,,"{'https://github.com/ethereum/go-ethereum/commit/fb9f7261ec51e38eedb454594fc19f00de1a6834', 'https://github.com/ethereum/go-ethereum/commit/83e2761c3a13524bd5d6597ac08994488cf872ef'}",osv,Denial of Service in geth nan,2021-06-29,2,https://github.com/ethereum/go-ethereum,https://github.com/ethereum/go-ethereum/commit/83e2761c3a13524bd5d6597ac08994488cf872ef,83e2761c3a13524bd5d6597ac08994488cf872ef,MULTI
GHSA-c5f8-35qr-q4fm,,,{'https://github.com/matrix-org/synapse/commit/e54746bdf7d5c831eabe4dcea76a7626f1de73df'},osv,HTML injection in email and account expiry notifications nan,2021-03-26,1,https://github.com/matrix-org/synapse,https://github.com/matrix-org/synapse/commit/e54746bdf7d5c831eabe4dcea76a7626f1de73df,e54746bdf7d5c831eabe4dcea76a7626f1de73df,SINGLE
GHSA-cx2r-mf6x-55rx,,,{'https://github.com/PrestaShop/ps_linklist/commit/83e6e0bdda2287f4d6e64127cb90c41d26b5ad82'},osv,Stored XSS with custom URLs in PrestaShop module ps_linklist nan,2021-10-12,1,https://github.com/PrestaShop/ps_linklist,https://github.com/PrestaShop/ps_linklist/commit/83e6e0bdda2287f4d6e64127cb90c41d26b5ad82,83e6e0bdda2287f4d6e64127cb90c41d26b5ad82,SINGLE
GHSA-934w-hvj4-7fr6,,,{'https://github.com/jsreport/jsreport-chrome-pdf/commit/6750b2f77d05cb843aefc1c4a98097a3bd33a6a2'},osv,Path Traversal in jsreport-chrome-pdf nan,2021-04-13,1,https://github.com/jsreport/jsreport-chrome-pdf,https://github.com/jsreport/jsreport-chrome-pdf/commit/6750b2f77d05cb843aefc1c4a98097a3bd33a6a2,6750b2f77d05cb843aefc1c4a98097a3bd33a6a2,SINGLE
GHSA-f8mr-jv2c-v8mg,,,{'https://github.com/theupdateframework/tuf/commit/3d342e648fbacdf43a13d7ba8886aaaf07334af7'},osv,Invalid root may become trusted root in The Update Framework (TUF) nan,2020-09-09,1,https://github.com/theupdateframework/tuf,https://github.com/theupdateframework/tuf/commit/3d342e648fbacdf43a13d7ba8886aaaf07334af7,3d342e648fbacdf43a13d7ba8886aaaf07334af7,SINGLE
GHSA-h563-xh25-x54q,,,{'https://github.com/argoproj/argo-workflows/commit/2a2ecc916925642fd8cb1efd026588e6828f82e1'},osv,Workflow re-write vulnerability using input parameter nan,2021-08-09,1,https://github.com/argoproj/argo-workflows,https://github.com/argoproj/argo-workflows/commit/2a2ecc916925642fd8cb1efd026588e6828f82e1,2a2ecc916925642fd8cb1efd026588e6828f82e1,SINGLE
GHSA-wp77-4gmm-7cq8,,,{'https://github.com/tensorflow/tensorflow/commit/9728c60e136912a12d99ca56e106b7cce7af5986'},osv,Incorrect validation of `SaveV2` inputs nan,2021-08-25,1,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/commit/9728c60e136912a12d99ca56e106b7cce7af5986,9728c60e136912a12d99ca56e106b7cce7af5986,SINGLE
GHSA-h6fg-mjxg-hqq4,,,"{'https://github.com/tensorflow/tensorflow/commit/ca8c013b5e97b1373b3bb1c97ea655e69f31a575', 'https://github.com/tensorflow/tensorflow/commit/27b417360cbd671ef55915e4bb6bb06af8b8a832'}",osv,Integer truncation in Shard API usage nan,2020-09-25,2,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/commit/ca8c013b5e97b1373b3bb1c97ea655e69f31a575,ca8c013b5e97b1373b3bb1c97ea655e69f31a575,MULTI
GHSA-h6fg-mjxg-hqq4,,,"{'https://github.com/tensorflow/tensorflow/commit/ca8c013b5e97b1373b3bb1c97ea655e69f31a575', 'https://github.com/tensorflow/tensorflow/commit/27b417360cbd671ef55915e4bb6bb06af8b8a832'}",osv,Integer truncation in Shard API usage nan,2020-09-25,2,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow/commit/27b417360cbd671ef55915e4bb6bb06af8b8a832,27b417360cbd671ef55915e4bb6bb06af8b8a832,MULTI
GHSA-pm3v-qxf6-fgxv,,,{'https://github.com/pimcore/pimcore/commit/b432225952e2a5ab0268f401b85a14480369b835'},osv,Cross-site Scripting in pimcore nan,2022-01-21,1,https://github.com/pimcore/pimcore,https://github.com/pimcore/pimcore/commit/b432225952e2a5ab0268f401b85a14480369b835,b432225952e2a5ab0268f401b85a14480369b835,SINGLE
GHSA-9gj3-hwp5-pmwc,,,{'https://github.com/jquery/jquery-ui/pull/1954/commits/6809ce843e5ac4128108ea4c15cbc100653c2b63'},osv,XSS in the `altField` option of the Datepicker widget in jquery-ui nan,2021-10-26,1,https://github.com/jquery/jquery-ui,https://github.com/jquery/jquery-ui/pull/1954/commits/6809ce843e5ac4128108ea4c15cbc100653c2b63,6809ce843e5ac4128108ea4c15cbc100653c2b63,SINGLE
GHSA-36xw-fx78-c5r4,,,{'https://github.com/containerd/containerd/commit/4a4bb851f5da563ff6e68a83dc837c7699c469ad'},osv,containerd-shim API Exposed to Host Network Containers nan,2021-05-24,1,https://github.com/containerd/containerd,https://github.com/containerd/containerd/commit/4a4bb851f5da563ff6e68a83dc837c7699c469ad,4a4bb851f5da563ff6e68a83dc837c7699c469ad,SINGLE
GHSA-wwgf-3xp7-cxj4,,,{'https://github.com/FriendsOfPHP/security-advisories/commit/942fd37245cb724ba8cc8d6f11f075a1bd53b338'},osv,Potentially sensitive data exposure in Symfony Web Socket Bundle nan,2020-07-07,1,https://github.com/FriendsOfPHP/security-advisories,https://github.com/FriendsOfPHP/security-advisories/commit/942fd37245cb724ba8cc8d6f11f075a1bd53b338,942fd37245cb724ba8cc8d6f11f075a1bd53b338,SINGLE
GHSA-cc2p-4jhr-xhhx,,,{'https://github.com/simpleledger/slpjs/commit/290c20e8bff13ac81459d43e54cac232b5e3456c'},osv,False-positive validity for NFT1 genesis transactions in SLPJS nan,2020-07-30,1,https://github.com/simpleledger/slpjs,https://github.com/simpleledger/slpjs/commit/290c20e8bff13ac81459d43e54cac232b5e3456c,290c20e8bff13ac81459d43e54cac232b5e3456c,SINGLE
GHSA-v9j2-q4q5-cxh4,,,{'https://github.com/xwiki/xwiki-platform/commit/0a36dbcc5421d450366580217a47cc44d32f7257'},osv,No CSRF protection on the password change form nan,2021-07-02,1,https://github.com/xwiki/xwiki-platform,https://github.com/xwiki/xwiki-platform/commit/0a36dbcc5421d450366580217a47cc44d32f7257,0a36dbcc5421d450366580217a47cc44d32f7257,SINGLE
GHSA-68wm-pfjf-wqp6,,,{'https://github.com/authelia/authelia/commit/c62dbd43d6e69ae81530e7c4f8763857f8ff1dda'},osv,Authentication bypassed with malformed request URI on nginx nan,2021-12-20,1,https://github.com/authelia/authelia,https://github.com/authelia/authelia/commit/c62dbd43d6e69ae81530e7c4f8763857f8ff1dda,c62dbd43d6e69ae81530e7c4f8763857f8ff1dda,SINGLE
GHSA-7r2x-3qcm-8vfw,,,{'https://github.com/samatt/Herbivore/commit/0a041defc3463e99948e5d2064aef54b2128c5a3'},osv,Downloads Resources over HTTP in herbivore nan,2019-02-18,1,https://github.com/samatt/Herbivore,https://github.com/samatt/Herbivore/commit/0a041defc3463e99948e5d2064aef54b2128c5a3,0a041defc3463e99948e5d2064aef54b2128c5a3,SINGLE
GHSA-cph5-m8f7-6c5x,,,{'https://github.com/axios/axios/commit/5b457116e31db0e88fede6c428e969e87f290929'},osv,Incorrect Comparison in axios nan,2021-09-01,1,https://github.com/axios/axios,https://github.com/axios/axios/commit/5b457116e31db0e88fede6c428e969e87f290929,5b457116e31db0e88fede6c428e969e87f290929,SINGLE
GHSA-fr28-569j-53c4,,,{'https://github.com/django/django/commit/1853724acaf17ed7414d54c7d2b5563a25025a71'},osv,Incorrect Default Permissions nan,2021-03-18,1,https://github.com/django/django,https://github.com/django/django/commit/1853724acaf17ed7414d54c7d2b5563a25025a71,1853724acaf17ed7414d54c7d2b5563a25025a71,SINGLE
GHSA-fx7m-j728-mjw3,,,"{'https://github.com/ua-parser/uap-core/commit/156f7e12b215bddbaf3df4514c399d683e6cdadc', 'https://github.com/ua-parser/uap-core/commit/010ccdc7303546cd22b9da687c29f4a996990014'}",osv,Moderate severity vulnerability that affects uap-core nan,2019-03-06,2,https://github.com/ua-parser/uap-core,https://github.com/ua-parser/uap-core/commit/156f7e12b215bddbaf3df4514c399d683e6cdadc,156f7e12b215bddbaf3df4514c399d683e6cdadc,MULTI
GHSA-fx7m-j728-mjw3,,,"{'https://github.com/ua-parser/uap-core/commit/156f7e12b215bddbaf3df4514c399d683e6cdadc', 'https://github.com/ua-parser/uap-core/commit/010ccdc7303546cd22b9da687c29f4a996990014'}",osv,Moderate severity vulnerability that affects uap-core nan,2019-03-06,2,https://github.com/ua-parser/uap-core,https://github.com/ua-parser/uap-core/commit/010ccdc7303546cd22b9da687c29f4a996990014,010ccdc7303546cd22b9da687c29f4a996990014,MULTI
GHSA-cv3v-7846-6pxm,,,{'https://github.com/gabrielcsapo/node-git-server/commit/ac26650f69bc445d71e4f2c55328676d10a4be43'},osv,Unauthorized File Access in node-git-server nan,2020-09-03,1,https://github.com/gabrielcsapo/node-git-server,https://github.com/gabrielcsapo/node-git-server/commit/ac26650f69bc445d71e4f2c55328676d10a4be43,ac26650f69bc445d71e4f2c55328676d10a4be43,SINGLE
GHSA-m6wg-2mwg-4rfq,,,"{'https://github.com/containers/image/commit/4c7a23f82ef09127b0ff28366d1cf31316dd6cc1', 'https://github.com/proglottis/gpgme/commit/92153bcb59bd2f511e502262c46c7bd660e21733'}",osv,Use After Free nan,2021-05-18,2,https://github.com/proglottis/gpgme,https://github.com/containers/image/commit/4c7a23f82ef09127b0ff28366d1cf31316dd6cc1,4c7a23f82ef09127b0ff28366d1cf31316dd6cc1,MULTI
GHSA-m6wg-2mwg-4rfq,,,"{'https://github.com/containers/image/commit/4c7a23f82ef09127b0ff28366d1cf31316dd6cc1', 'https://github.com/proglottis/gpgme/commit/92153bcb59bd2f511e502262c46c7bd660e21733'}",osv,Use After Free nan,2021-05-18,2,https://github.com/proglottis/gpgme,https://github.com/proglottis/gpgme/commit/92153bcb59bd2f511e502262c46c7bd660e21733,92153bcb59bd2f511e502262c46c7bd660e21733,MULTI
GHSA-9c4x-5hgq-q3wh,,,"{'https://github.com/grafana/agent/commit/af7fb01e31fe2d389e5f1c36b399ddc46b412b21', 'https://github.com/grafana/agent/commit/a5479755e946e5c7cddb793ee9adda8f5692ba11'}",osv,Instance config inline secret exposure in Grafana nan,2021-12-08,2,https://github.com/grafana/agent,https://github.com/grafana/agent/commit/af7fb01e31fe2d389e5f1c36b399ddc46b412b21,af7fb01e31fe2d389e5f1c36b399ddc46b412b21,MULTI
